# crosstest 2026-09-19T00:30:35Z
# ours   prometheiad/0.4.0 dataset Prometheia 0.3.0, JPL DE440 binary/linux_p1550p2650.440/-#0a58329b prometheia 932a4e8
# theirs astrolog-ephd/2.0 dataset astrolog-ephd/2.0/swiss 2.10.03-ts.14/files#a1e5f2aa astrolog 9df1a4e binary built 2026-09-19T00:24:21Z STALE: a running daemon predates this file
# angles in arcsec; positions lon/lat or RA/Dec in degrees; docs/CROSS-TEST.md
leg	epoch_tt	object	observer	frame	plane	mask	deltat	ours	theirs	anchor	anchor_source	sep_servers	sep_ours_anchor	sep_theirs_anchor	band	tier	verdict	note	req_ours	req_theirs
hamburg	2451545	kronos	helio	J2000	ecliptic	0	69.2	87.9863166773/0.0130481401	87.9863167547/0.0130479865			6.190e-04			0.002	2	agree	dist ours 64.922077248 theirs 64.922077248	161346265	162722471
hamburg	2451545	apollon	helio	J2000	ecliptic	0	69.2	200.5252404175/-0.0056058970	200.5252404949/-0.0056058467			3.323e-04			0.002	2	agree	dist ours 70.299490000 theirs 70.299490000	161346265	162722471
hamburg	2451545	admetos	helio	J2000	ecliptic	0	69.2	49.7129504869/0.0106489648	49.7129505643/0.0106488500			4.985e-04			0.002	2	agree	dist ours 73.627650000 theirs 73.627650000	161346265	162722471
hamburg	2451545	vulcanus	helio	J2000	ecliptic	0	69.2	110.3098695883/0.0118216709	110.3098696656/0.0118215253			5.934e-04			0.002	2	agree	dist ours 77.255680000 theirs 77.255680000	161346265	162722471
hamburg	2451545	poseidon	helio	J2000	ecliptic	0	69.2	213.9506675802/-0.0081925818	213.9506676577/-0.0081924991			4.078e-04			0.002	2	agree	dist ours 83.669070000 theirs 83.669070000	161346265	162722471
hamburg	2488070	cupido	helio	J2000	ecliptic	0	69.2	21.1839574650/-1.0119486320	21.1839575395/-1.0119486840			3.270e-04			0.002	2	agree	dist ours 40.960017839 theirs 40.960017839	167388085	168777705
hamburg	2488070	hades	helio	J2000	ecliptic	0	69.2	177.9837815855/0.2756150117	177.9837816620/0.2756150024			2.772e-04			0.002	2	agree	dist ours 50.751816047 theirs 50.751816047	167388085	168777705
hamburg	2488070	zeus	helio	J2000	ecliptic	0	69.2	263.4908760430/-0.0130592889	263.4908761203/-0.0130591365			6.149e-04			0.002	2	agree	dist ours 59.157542873 theirs 59.157542873	167388085	168777705
hamburg	2488070	kronos	helio	J2000	ecliptic	0	69.2	156.9884850796/0.0040646454	156.9884851568/0.0040645818			3.603e-04			0.002	2	agree	dist ours 64.698335125 theirs 64.698335125	167388085	168777705
hamburg	2488070	apollon	helio	J2000	ecliptic	0	69.2	261.6006011027/-0.0130399666	261.6006011800/-0.0130398150			6.125e-04			0.002	2	agree	dist ours 70.299490000 theirs 70.299490000	167388085	168777705
hamburg	2488070	admetos	helio	J2000	ecliptic	0	69.2	106.6943220943/0.0121488572	106.6943221715/0.0121487088			6.023e-04			0.002	2	agree	dist ours 73.627650000 theirs 73.627650000	167388085	168777705
hamburg	2488070	vulcanus	helio	J2000	ecliptic	0	69.2	163.3248575313/0.0026695028	163.3248576086/0.0026694550			3.272e-04			0.002	2	agree	dist ours 77.255680000 theirs 77.255680000	167388085	168777705
hamburg	2488070	poseidon	helio	J2000	ecliptic	0	69.2	260.9884557130/-0.0130306657	260.9884557903/-0.0130305144			6.116e-04			0.002	2	agree	dist ours 83.669070000 theirs 83.669070000	167388085	168777705
same-helio	2378496.5	199	helio	ICRF	equator	0	69.2	134.6032629070/24.3849147270	134.6032628723/24.3849146648			2.509e-04			0.00292520629	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	299	helio	ICRF	equator	0	69.2	152.2474677775/14.8598428143	152.2474677867/14.8598428371			8.787e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	399	helio	ICRF	equator	0	69.2	104.3749406869/22.8063780084	104.3749406340/22.8063780305			1.930e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	4	helio	ICRF	equator	0	69.2	222.9232321116/-16.2861687809	222.9232321223/-16.2861687726			4.764e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	5	helio	ICRF	equator	0	69.2	90.3583951479/23.2179518098	90.3583950027/23.2179518423			4.943e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	6	helio	ICRF	equator	0	69.2	131.2479706901/18.6950981358	131.2479707931/18.6950982255			4.771e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	7	helio	ICRF	equator	0	69.2	177.4791603189/1.9182228958	177.4791603380/1.9182229815			3.160e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	8	helio	ICRF	equator	0	69.2	225.9679001827/-15.4816682992	225.9679001110/-15.4816682721			2.673e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2378496.5	9	helio	ICRF	equator	0	69.2	341.9268882105/-20.9638959256	341.9268882341/-20.9638960259			3.697e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	173552011	175866343
same-helio	2415020.5	199	helio	ICRF	equator	0	69.2	202.2066861667/-6.0244677969	202.2066862369/-6.0244677852			2.547e-04			0.00229396371	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	299	helio	ICRF	equator	0	69.2	347.0776580585/-9.2186297263	347.0776578115/-9.2186297236			8.775e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	399	helio	ICRF	equator	0	69.2	102.5592891103/22.9495643244	102.5592891159/22.9495642808			1.583e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	4	helio	ICRF	equator	0	69.2	289.5599932602/-23.8113009250	289.5599933377/-23.8113008639			3.368e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	5	helio	ICRF	equator	0	69.2	233.8356339771/-18.3517827985	233.8356341072/-18.3517828342			4.627e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	6	helio	ICRF	equator	0	69.2	267.7414606456/-22.3324375189	267.7414606758/-22.3324375941			2.889e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	7	helio	ICRF	equator	0	69.2	248.4269867138/-21.9042615340	248.4269868065/-21.9042615110			3.206e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	8	helio	ICRF	equator	0	69.2	86.8609364690/22.1624479214	86.8609364569/22.1624479561			1.312e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2415020.5	9	helio	ICRF	equator	0	69.2	76.9793368191/13.2821244277	76.9793368602/13.2821244187			1.474e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	177916305	178601623
same-helio	2442413.5	199	helio	ICRF	equator	0	69.2	307.9956578697/-25.8643829157	307.9956579491/-25.8643829297			2.622e-04			0.00223553823	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	299	helio	ICRF	equator	0	69.2	315.3566217823/-19.8553138414	315.3566216978/-19.8553139291			4.259e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	399	helio	ICRF	equator	0	69.2	101.1871756364/23.0441333346	101.1871756783/23.0441333160			1.540e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	4	helio	ICRF	equator	0	69.2	237.2594204344/-20.3618315264	237.2594205241/-20.3618315641			3.320e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	5	helio	ICRF	equator	0	69.2	354.8602704533/-3.5864706441	354.8602704490/-3.5864705658			2.822e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	6	helio	ICRF	equator	0	69.2	106.8498391146/22.1791295245	106.8498390750/22.1791295376			1.402e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	7	helio	ICRF	equator	0	69.2	207.5273942311/-10.7501066824	207.5273941770/-10.7501066301			2.684e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	8	helio	ICRF	equator	0	69.2	248.4667140730/-20.3853338396	248.4667140240/-20.3853338592			1.798e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2442413.5	9	helio	ICRF	equator	0	69.2	193.7223526784/12.3352404572	193.7223526751/12.3352403669			3.252e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	180576511	183370085
same-helio	2451545	199	helio	ICRF	equator	0	69.2	252.0086920969/-25.4548495961	252.0086922019/-25.4548495887			3.424e-04			0.00206905803	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	299	helio	ICRF	equator	0	69.2	183.6859973312/1.9606426279	183.6859974099/1.9606425750			3.412e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	399	helio	ICRF	equator	0	69.2	101.2881650393/23.0333099689	101.2881651939/23.0333100065			5.299e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	4	helio	ICRF	equator	0	69.2	0.0577284167/-1.5223541519	0.0577284471/-1.5223542065			2.249e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	5	helio	ICRF	equator	0	69.2	34.3699186775/12.5095398714	34.3699186627/12.5095399195			1.807e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	6	helio	ICRF	equator	0	69.2	43.9446954829/14.3410121824	43.9446956801/14.3410121778			6.880e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	7	helio	ICRF	equator	0	69.2	319.0886613099/-16.5688778736	319.0886612939/-16.5688778782			5.759e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	8	helio	ICRF	equator	0	69.2	306.1888864136/-19.0364704814	306.1888863698/-19.0364704900			1.524e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2451545	9	helio	ICRF	equator	0	69.2	250.5591318929/-10.9745555160	250.5591318452/-10.9745554197			3.854e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	186982003	189039913
same-helio	2459001.5	199	helio	ICRF	equator	0	69.2	190.8913550222/0.0490118905	190.8913550366/0.0490118838			5.730e-05			0.00240030949	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	299	helio	ICRF	equator	0	69.2	247.3388417785/-21.3474277235	247.3388417712/-21.3474277914			2.458e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	399	helio	ICRF	equator	0	69.2	249.1050263899/-22.0475342059	249.1050262627/-22.0475340892			5.972e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	4	helio	ICRF	equator	0	69.2	298.7621371673/-22.5418168350	298.7621372415/-22.5418166157			8.271e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	5	helio	ICRF	equator	0	69.2	289.9603046857/-22.3519487679	289.9603046270/-22.3519487291			2.401e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	6	helio	ICRF	equator	0	69.2	298.9061258898/-20.9271215836	298.9061259794/-20.9271214742			4.957e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	7	helio	ICRF	equator	0	69.2	34.5369368564/13.3143378110	34.5369368359/13.3143377988			8.405e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	8	helio	ICRF	equator	0	69.2	349.9688753686/-5.4729835210	349.9688754149/-5.4729834265			3.784e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2459001.5	9	helio	ICRF	equator	0	69.2	295.2354957806/-22.3289236103	295.2354958182/-22.3289236091			1.255e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	190858219	192995995
same-helio	2461299.5	199	helio	ICRF	equator	0	69.2	223.0089058324/-16.0982971931	223.0089059051/-16.0982971280			3.439e-04			0.00215016847	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	299	helio	ICRF	equator	0	69.2	332.9702869414/-14.6195918380	332.9702868222/-14.6195918447			4.158e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	399	helio	ICRF	equator	0	69.2	353.3793569742/-2.8613556359	353.3793569032/-2.8613556585			2.678e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	4	helio	ICRF	equator	0	69.2	76.5902840433/23.7455036719	76.5902840856/23.7455037603			3.475e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	5	helio	ICRF	equator	0	69.2	132.5566447323/18.3761576878	132.5566447823/18.3761577423			2.602e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	6	helio	ICRF	equator	0	69.2	10.4071132467/1.8474676903	10.4071132657/1.8474677250			1.423e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	7	helio	ICRF	equator	0	69.2	60.4435248353/20.5056128526	60.4435249034/20.5056128309			2.427e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	8	helio	ICRF	equator	0	69.2	2.8917725256/-0.2414456009	2.8917725082/-0.2414456241			1.046e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2461299.5	9	helio	ICRF	equator	0	69.2	307.5488808177/-23.3167249967	307.5488808620/-23.3167249687			1.776e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	195189867	197828009
same-helio	2469807.5	199	helio	ICRF	equator	0	69.2	127.9165694831/25.8786555457	127.9165695131/25.8786556280			3.119e-04			0.00297261221	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	299	helio	ICRF	equator	0	69.2	282.3538733907/-24.3781878674	282.3538734947/-24.3781879415			4.331e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	399	helio	ICRF	equator	0	69.2	100.9331141594/23.0522407015	100.9331141519/23.0522406918			4.296e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	4	helio	ICRF	equator	0	69.2	197.0353519123/-6.2006049128	197.0353519096/-6.2006049102			1.342e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	5	helio	ICRF	equator	0	69.2	119.2719092461/21.0947567890	119.2719092291/21.0947567850			5.878e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	6	helio	ICRF	equator	0	69.2	300.6767484992/-20.6715163331	300.6767484761/-20.6715162368			3.553e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	7	helio	ICRF	equator	0	69.2	168.4643800680/5.7917836952	168.4643800187/5.7917836562			2.257e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	8	helio	ICRF	equator	0	69.2	52.3591479787/17.1662769629	52.3591479373/17.1662769330			1.787e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2469807.5	9	helio	ICRF	equator	0	69.2	344.7395513530/-20.4458296162	344.7395513290/-20.4458296061			8.874e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	202244415	204177823
same-helio	2488069.5	199	helio	ICRF	equator	0	69.2	307.8854115445/-25.8839523854	307.8854116970/-25.8839523559			5.054e-04			0.00223349883	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	299	helio	ICRF	equator	0	69.2	18.0103608117/4.5223919604	18.0103607507/4.5223918438			4.736e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	399	helio	ICRF	equator	0	69.2	100.0223742437/23.1066831409	100.0223742526/23.1066831036			1.376e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	4	helio	ICRF	equator	0	69.2	64.2011366834/21.8670159179	64.2011368556/21.8670159316			5.775e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	5	helio	ICRF	equator	0	69.2	189.3291533604/-2.6043721370	189.3291534385/-2.6043722213			4.136e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	6	helio	ICRF	equator	0	69.2	198.0977256553/-4.9914712199	198.0977255311/-4.9914711588			4.968e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	7	helio	ICRF	equator	0	69.2	17.9072365393/6.9123190539	17.9072365259/6.9123190024			1.915e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	8	helio	ICRF	equator	0	69.2	165.7934365318/7.1018396310	165.7934365649/7.1018395712			2.457e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
same-helio	2488069.5	9	helio	ICRF	equator	0	69.2	35.6675297553/-3.5965678175	35.6675296934/-3.5965678093			2.243e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)	209049035	211146447
horizons-helio	2378496.5	199	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	299	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	399	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	4	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	5	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	6	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	7	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	8	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2378496.5	9	helio	ICRF	equator	1	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	213347761	215242389
horizons-helio	2415020.5	199	helio	ICRF	equator	1	69.2	202.1993712938/-6.0206065367	202.1994647459/-6.0206558190	202.1993712930/-6.0206065360	Horizons helio-mercury q1	0.37870158	3.864e-06	0.378705351	ours 0.0001 theirs 0.002294	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	299	helio	ICRF	equator	1	69.2	347.0714379430/-9.2211991557	347.0714256717/-9.2212041200	347.0714379430/-9.2211991560	Horizons helio-venus q1	0.0471260468	1.079e-06	0.0471255005	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	399	helio	ICRF	equator	1	69.2	102.5530215191/22.9500658374	102.5530238375/22.9500656667	102.5530215190/22.9500658370	Horizons helio-earth q1	0.0077100261	1.524e-06	0.00771036567	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	4	helio	ICRF	equator	1	69.2	289.5546519807/-23.8118723603	289.5546711158/-23.8118702607	289.5546519810/-23.8118723600	Horizons helio-mars q1	0.0634741665	1.401e-06	0.0634731607	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	5	helio	ICRF	equator	1	69.2	233.8331791285/-18.3511797080	233.8331824760/-18.3511805342	233.8331791280/-18.3511797080	Horizons helio-jupiter q1	0.0118184311	1.731e-06	0.0118200849	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	6	helio	ICRF	equator	1	69.2	267.7395762717/-22.3323421812	267.7395775146/-22.3323423178	267.7395762720/-22.3323421810	Horizons helio-saturn q1	0.00416767998	1.171e-06	0.00416694366	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	7	helio	ICRF	equator	1	69.2	248.4255898028/-21.9040520078	248.4255904156/-21.9040520628	248.4255898030/-21.9040520080	Horizons helio-uranus q1	0.00205626716	9.978e-07	0.00205551266	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	216486579	218337859
horizons-helio	2415020.5	8	helio	ICRF	equator	1	69.2	86.8598087940/22.1624022057	86.8598085357/22.1624022304	86.8598087940/22.1624022060	Horizons helio-neptune q1	8.659e-04	1.026e-06	8.657e-04	ours 0.0001 theirs 0.002000	2	agree		216486579	218337859
horizons-helio	2415020.5	9	helio	ICRF	equator	1	69.2	76.9786219723/13.2818780770	76.9786219092/13.2818780321	76.9786219720/13.2818780770	Horizons helio-pluto q1	2.737e-04	8.858e-07	2.730e-04	ours 0.0001 theirs 0.002000	2	agree		216486579	218337859
horizons-helio	2442413.5	199	helio	ICRF	equator	1	69.2	307.9869497515/-25.8661245230	307.9869789185/-25.8661187206	307.9869497520/-25.8661245230	Horizons helio-mercury q1	0.0967631898	1.569e-06	0.0967616342	ours 0.0001 theirs 0.002235	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	224097877	226224233
horizons-helio	2442413.5	299	helio	ICRF	equator	1	69.2	315.3497812158/-19.8569811761	315.3497977672/-19.8569772095	315.3497812160/-19.8569811760	Horizons helio-venus q1	0.0578330038	6.937e-07	0.0578323348	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	224097877	226224233
horizons-helio	2442413.5	399	helio	ICRF	equator	1	69.2	101.1809062843/23.0445797739	101.1809065150/23.0445797354	101.1809062840/23.0445797740	Horizons helio-earth q1	7.765e-04	1.119e-06	7.776e-04	ours 0.0001 theirs 0.002000	2	agree		224097877	226224233
horizons-helio	2442413.5	4	helio	ICRF	equator	1	69.2	237.2546807978/-20.3607031942	237.2546761866/-20.3607021127	237.2546807980/-20.3607031940	Horizons helio-mars q1	0.0160428893	8.888e-07	0.0160433716	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	224097877	226224233
horizons-helio	2442413.5	5	helio	ICRF	equator	1	69.2	354.8578627229/-3.5874893551	354.8578640524/-3.5874887125	354.8578627230/-3.5874893550	Horizons helio-jupiter q1	0.00530736796	4.957e-07	0.00530694922	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	224097877	226224233
horizons-helio	2442413.5	6	helio	ICRF	equator	1	69.2	106.8477439167/22.1792706378	106.8477437307/22.1792706607	106.8477439170/22.1792706380	Horizons helio-saturn q1	6.252e-04	1.361e-06	6.263e-04	ours 0.0001 theirs 0.002000	2	agree		224097877	226224233
horizons-helio	2442413.5	7	helio	ICRF	equator	1	69.2	207.5261133509/-10.7496184064	207.5261131249/-10.7496182886	207.5261133510/-10.7496184060	Horizons helio-uranus q1	9.052e-04	1.570e-06	9.046e-04	ours 0.0001 theirs 0.002000	2	agree		224097877	226224233
horizons-helio	2442413.5	8	helio	ICRF	equator	1	69.2	248.4656287788/-20.3851684958	248.4656286914/-20.3851685096	248.4656287790/-20.3851684960	Horizons helio-neptune q1	2.991e-04	8.887e-07	2.995e-04	ours 0.0001 theirs 0.002000	2	agree		224097877	226224233
horizons-helio	2442413.5	9	helio	ICRF	equator	1	69.2	193.7212715055/12.3356269762	193.7212714083/12.3356269194	193.7212715050/12.3356269760	Horizons helio-pluto q1	3.982e-04	1.829e-06	3.964e-04	ours 0.0001 theirs 0.002000	2	agree		224097877	226224233
horizons-helio	2451545	199	helio	ICRF	equator	1	69.2	252.0006842359/-25.4531285581	252.0006036447/-25.4531112049	252.0006842360/-25.4531285580	Horizons helio-mercury q1	0.269313487	4.242e-07	0.269313816	ours 0.0001 theirs 0.002069	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	226681793	229377307
horizons-helio	2451545	299	helio	ICRF	equator	1	69.2	183.6798678796/1.9634160371	183.6798061653/1.9634439439	183.6798678800/1.9634160370	Horizons helio-venus q1	0.243711763	1.362e-06	0.243713086	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	226681793	229377307
horizons-helio	2451545	399	helio	ICRF	equator	1	69.2	101.2818946414/23.0337605137	101.2818933743/23.0337606221	101.2818946420/23.0337605140	Horizons helio-earth q1	0.00421601822	2.068e-06	0.00421776514	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	226681793	229377307
horizons-helio	2451545	4	helio	ICRF	equator	1	69.2	0.0531580213/-1.5244491531	0.0531814080/-1.5244385015	0.0531580210/-1.5244491530	Horizons helio-mars q1	0.0924860996	1.253e-06	0.0924869218	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	226681793	229377307
horizons-helio	2451545	5	helio	ICRF	equator	1	69.2	34.3674019201/12.5086582140	34.3674056610/12.5086595777	34.3674019200/12.5086582140	Horizons helio-jupiter q1	0.0140343938	3.622e-07	0.0140347189	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	226681793	229377307
